4,1.679,0.8,15,0.3,1,1
4,1.679,0.8,15,0.3,1,0.759
4,1.679,0.8,15,0.3,1,0.518
4,1.679,0.8,15,0.3,1,0.278
4,1.679,0.8,15,0.3,0.4,1
4,1.679,0.8,15,0.3,0.4,0.759
4,1.679,0.8,15,0.3,0.4,0.518
4,1.679,0.8,15,0.3,0.4,0.278
4,1.679,0.8,30,0.3,1,1
4,1.679,0.8,30,0.3,1,0.759
4,1.679,0.8,30,0.3,1,0.518
4,1.679,0.8,30,0.3,1,0.278
4,1.679,0.8,30,0.3,0.4,1
4,1.679,0.8,30,0.3,0.4,0.759
4,1.679,0.8,30,0.3,0.4,0.518
4,1.679,0.8,30,0.3,0.4,0.278
4,1.679,0.8,15,0.6,1,1
4,1.679,0.8,15,0.6,1,0.759
4,1.679,0.8,15,0.6,1,0.518
4,1.679,0.8,15,0.6,1,0.278
4,1.679,0.8,15,0.6,0.4,1
4,1.679,0.8,15,0.6,0.4,0.759
4,1.679,0.8,15,0.6,0.4,0.518
4,1.679,0.8,15,0.6,0.4,0.278
4,1.679,0.8,30,0.6,1,1
4,1.679,0.8,30,0.6,1,0.759
4,1.679,0.8,30,0.6,1,0.518
4,1.679,0.8,30,0.6,1,0.278
4,1.679,0.8,30,0.6,0.4,1
4,1.679,0.8,30,0.6,0.4,0.759
4,1.679,0.8,30,0.6,0.4,0.518
4,1.679,0.8,30,0.6,0.4,0.278
4,1.679,0.8,15,0.9,1,1
4,1.679,0.8,15,0.9,1,0.759
4,1.679,0.8,15,0.9,1,0.518
4,1.679,0.8,15,0.9,1,0.278
4,1.679,0.8,15,0.9,0.4,1
4,1.679,0.8,15,0.9,0.4,0.759
4,1.679,0.8,15,0.9,0.4,0.518
4,1.679,0.8,15,0.9,0.4,0.278
4,1.679,0.8,30,0.9,1,1
4,1.679,0.8,30,0.9,1,0.759
4,1.679,0.8,30,0.9,1,0.518
4,1.679,0.8,30,0.9,1,0.278
4,1.679,0.8,30,0.9,0.4,1
4,1.679,0.8,30,0.9,0.4,0.759
4,1.679,0.8,30,0.9,0.4,0.518
4,1.679,0.8,30,0.9,0.4,0.278
4,1.679,2.5,15,0.3,1,1
4,1.679,2.5,15,0.3,1,0.759
4,1.679,2.5,15,0.3,1,0.518
4,1.679,2.5,15,0.3,1,0.278
4,1.679,2.5,15,0.3,0.4,1
4,1.679,2.5,15,0.3,0.4,0.759
4,1.679,2.5,15,0.3,0.4,0.518
4,1.679,2.5,15,0.3,0.4,0.278
4,1.679,2.5,30,0.3,1,1
4,1.679,2.5,30,0.3,1,0.759
4,1.679,2.5,30,0.3,1,0.518
4,1.679,2.5,30,0.3,1,0.278
4,1.679,2.5,30,0.3,0.4,1
4,1.679,2.5,30,0.3,0.4,0.759
4,1.679,2.5,30,0.3,0.4,0.518
4,1.679,2.5,30,0.3,0.4,0.278
4,1.679,2.5,15,0.6,1,1
4,1.679,2.5,15,0.6,1,0.759
4,1.679,2.5,15,0.6,1,0.518
4,1.679,2.5,15,0.6,1,0.278
4,1.679,2.5,15,0.6,0.4,1
4,1.679,2.5,15,0.6,0.4,0.759
4,1.679,2.5,15,0.6,0.4,0.518
4,1.679,2.5,15,0.6,0.4,0.278
4,1.679,2.5,30,0.6,1,1
4,1.679,2.5,30,0.6,1,0.759
4,1.679,2.5,30,0.6,1,0.518
4,1.679,2.5,30,0.6,1,0.278
4,1.679,2.5,30,0.6,0.4,1
4,1.679,2.5,30,0.6,0.4,0.759
4,1.679,2.5,30,0.6,0.4,0.518
4,1.679,2.5,30,0.6,0.4,0.278
4,1.679,2.5,15,0.9,1,1
4,1.679,2.5,15,0.9,1,0.759
4,1.679,2.5,15,0.9,1,0.518
4,1.679,2.5,15,0.9,1,0.278
4,1.679,2.5,15,0.9,0.4,1
4,1.679,2.5,15,0.9,0.4,0.759
4,1.679,2.5,15,0.9,0.4,0.518
4,1.679,2.5,15,0.9,0.4,0.278
4,1.679,2.5,30,0.9,1,1
4,1.679,2.5,30,0.9,1,0.759
4,1.679,2.5,30,0.9,1,0.518
4,1.679,2.5,30,0.9,1,0.278
4,1.679,2.5,30,0.9,0.4,1
4,1.679,2.5,30,0.9,0.4,0.759
4,1.679,2.5,30,0.9,0.4,0.518
4,1.679,2.5,30,0.9,0.4,0.278
